Id,target,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
58640,0,0.369521359,37y,0,0.181925113,5100.0,15,0,0,0,0.0
124904,0,0.001099448,46y,0,0.000253485,3944.0,5,0,0,0,0.0
141726,0,0.073848154,69y,0,0.161538462,2989.0,6,0,0,0,0.0
91453,0,0.02384027,66y,0,0.289855072,2000.0,3,0,1,0,0.0
43683,0,0.5465448070000001,69y,0,0.132498696,5750.0,7,0,0,0,1.0
58747,0,0.6014998029999999,30y,0,0.763078354,4300.0,12,0,1,0,0.0
131505,0,0.03192602,94y,0,0.051948052,1000.0,4,0,0,0,0.0
43820,0,0.4409798579999999,35y,0,3102.0,,23,0,1,0,0.0
42917,0,0.892273705,31y,0,0.185230661,5700.0,4,0,0,0,0.0
1986,0,0.0,24y,0,0.0,3100.0,1,0,0,0,0.0
86498,0,0.759775482,57y,0,0.115954741,11400.0,8,0,0,0,0.0
45991,0,0.171864225,64y,2,1.152974504,6000.0,16,0,3,0,0.0
78593,0,0.061550125,52y,0,0.058054594,2600.0,11,0,1,0,0.0
72789,0,0.601139886,36y,0,0.437545547,6860.0,6,0,1,0,2.0
137791,0,0.365962576,43y,0,0.845009597,2083.0,8,0,1,0,3.0
86045,0,0.032487445,56y,0,0.355176614,4104.0,6,0,1,0,0.0
74878,0,0.284247433,48y,0,0.099205747,19766.0,9,0,2,0,1.0
90950,0,0.0,55y,1,0.26384208,6230.0,12,0,1,0,1.0
124994,0,0.214755705,67y,0,0.207265559,3550.0,10,0,1,0,0.0
83692,1,0.780146163,49y,0,0.153227742,8333.0,2,2,1,0,0.0
61665,0,0.004485759,55y,0,2579.0,,7,0,2,0,0.0
24450,1,0.9999999,30y,0,0.005640303,7800.0,0,0,0,1,1.0
53627,0,0.963563366,58y,0,1197.0,,4,0,0,0,0.0
59033,0,0.0291099979999999,38y,0,0.457919782,7354.0,6,0,1,0,0.0
106463,0,0.1052295819999999,61y,0,2383.0,,10,0,1,0,0.0
146166,0,1.052552636,40y,0,1.033542405,3666.0,4,0,1,0,2.0
69218,0,0.582834331,26y,0,0.002185195,3660.0,2,0,0,0,0.0
19239,0,0.1128547,35y,0,0.461668427,4734.0,9,0,2,0,3.0
24940,0,0.07215147,47y,0,0.312710155,4460.0,9,0,2,0,5.0
65072,0,0.031232446,81y,0,30.0,,6,0,0,0,0.0
37086,1,0.4360288979999999,34y,0,0.592350546,9333.0,9,0,2,0,2.0
25026,0,0.010474178,55y,0,0.055812565,6700.0,27,0,0,0,0.0
9870,0,0.012737385,98y,0,0.006502555,2152.0,6,0,0,0,0.0
123929,0,0.498049862,52y,0,0.76449777,6500.0,11,0,4,0,4.0
119115,0,0.0889213669999999,63y,0,0.170217676,13000.0,14,0,2,0,0.0
126669,0,0.4816877639999999,70y,0,0.1197785609999999,3973.0,6,0,0,0,1.0
117673,0,0.0,56y,0,0.195920466,5833.0,7,0,1,0,0.0
20838,0,0.22056898,37y,0,0.30475124,6250.0,6,0,1,0,2.0
102185,0,0.370274793,50y,0,0.502477621,12511.0,11,0,2,0,2.0
96086,0,0.188119654,72y,0,0.030690537,4300.0,3,0,0,0,0.0
137387,0,0.915817933,61y,0,7697.0,,13,0,2,0,0.0
77589,0,0.679239609,63y,1,0.740417427,12600.0,15,0,9,0,1.0
103237,0,0.127140353,31y,0,0.317022743,1450.0,9,0,0,0,0.0
122526,1,0.9999999,49y,1,0.109541404,4600.0,1,1,0,0,0.0
9764,0,0.725619859,73y,0,0.757097792,3486.0,6,0,1,0,0.0
25664,0,0.0585757109999999,76y,0,0.162643258,4100.0,7,0,0,0,0.0
112261,0,0.227594447,68y,0,0.388134991,14074.0,14,0,2,0,0.0
10923,0,0.048539993,51y,0,163.0,,14,0,0,0,3.0
23100,0,0.0119965719999999,34y,0,0.198316675,1900.0,4,0,0,0,2.0
15637,0,0.00368369,48y,0,3378.0,,12,0,2,0,0.0
40425,0,0.359466671,47y,0,0.650875894,4052.0,15,0,2,0,0.0
32268,0,0.462222039,41y,1,0.260132151,28300.0,13,0,3,0,4.0
137452,1,1.219390305,58y,2,0.28101945,8945.0,7,2,1,0,0.0
116022,0,0.034593081,33y,0,0.504766333,4300.0,7,0,1,0,0.0
115419,0,0.012444168,75y,0,103.0,,6,0,0,0,1.0
104858,0,0.0339279939999999,71y,0,0.0067467119999999,8744.0,6,0,0,0,0.0
89019,0,0.175895603,57y,0,0.128556736,2916.0,7,0,0,0,0.0
136883,0,0.299384796,47y,0,0.827443281,4583.0,7,0,2,0,2.0
37551,0,0.9999999,54y,0,0.157400722,5539.0,3,0,1,0,0.0
91126,0,0.045060086,89y,0,0.019932695,3862.0,6,0,0,0,0.0
149955,1,1.135552064,41y,2,0.845887215,7500.0,12,0,4,1,0.0
105537,0,0.518155203,39y,0,0.2182701239999999,14000.0,10,0,1,0,3.0
59038,0,0.32984494,50y,0,0.154301075,3719.0,3,0,0,0,1.0
90893,0,0.087326797,63y,0,0.423201063,15800.0,16,0,2,0,0.0
127276,0,1.021836359,61y,0,0.450577664,2336.0,4,0,1,0,0.0
120498,0,0.012465836,56y,0,0.000749513,6670.0,3,0,0,0,0.0
54185,0,0.273659133,62y,0,0.825301205,1825.0,5,0,1,1,0.0
23901,0,0.9999999,22y,0,200.0,0.0,1,0,0,0,0.0
148580,0,0.167135263,63y,0,0.400887762,7884.0,16,0,2,0,0.0
113709,0,0.030755094,50y,0,0.416633347,2500.0,9,0,0,0,0.0
92589,0,0.820846703,33y,0,0.057924434,14000.0,10,0,0,0,2.0
109459,0,0.9999999,44y,0,200.0,,0,0,0,0,0.0
119641,0,0.292707293,50y,0,0.3417245029999999,8500.0,8,0,1,0,0.0
92633,0,0.0,60y,0,0.0,4256.0,3,0,0,0,0.0
13701,0,0.006218754,73y,0,0.291169451,2932.0,5,0,1,0,0.0
36056,0,0.1056245359999999,57y,0,0.240267195,9580.0,23,0,2,0,0.0
57560,0,0.9999999,40y,0,0.207569486,1690.0,2,0,0,0,2.0
50039,0,0.107638266,48y,0,455.0,,6,0,0,0,0.0
81063,0,0.065825929,61y,0,2.771228771,1000.0,6,0,1,0,0.0
133359,0,0.347162856,56y,0,0.3671867789999999,10830.0,6,0,1,0,6.0
92781,0,0.025005016,76y,0,0.335155313,7500.0,9,0,2,0,1.0
106731,0,0.337171371,47y,0,0.452260512,6325.0,12,0,2,0,2.0
22596,0,0.435789474,60y,0,0.435846297,7520.0,10,0,2,0,0.0
142117,0,0.07458531,63y,0,0.022391044,2500.0,4,0,0,0,0.0
5993,0,0.010675933,70y,0,0.14212375,3700.0,8,0,1,0,0.0
94525,0,0.969804618,30y,1,0.1028866309999999,6200.0,7,0,0,0,3.0
41476,0,0.0,27y,0,0.246529706,1800.0,3,0,0,0,3.0
8669,0,0.979172452,39y,0,0.2325116589999999,1500.0,5,0,0,0,0.0
50443,0,0.7212642979999999,43y,1,0.654506148,7400.0,23,0,1,0,0.0
67802,0,0.9999999,42y,0,1.197086547,2333.0,2,0,1,0,1.0
130124,0,0.01968129,27y,0,0.004389465,2505.0,4,0,0,0,1.0
58498,0,0.9999999,30y,0,0.024404587,3400.0,1,0,0,0,0.0
84688,0,0.0,82y,0,0.0,,3,0,0,0,0.0
136122,0,0.730609913,25y,1,0.183887916,6280.0,6,0,0,0,0.0
22348,0,0.7940577670000001,52y,0,0.5336081739999999,11157.0,49,0,1,0,0.0
127342,0,0.0,30y,0,0.298705399,9500.0,8,0,1,0,0.0
108392,0,0.0040283409999999,50y,0,0.226639686,8400.0,12,0,2,0,0.0
9923,0,0.9999999,45y,2,0.145783133,6639.0,3,1,1,0,1.0
89971,0,0.008959581,36y,0,6426.0,,20,0,2,0,3.0
141727,0,0.0,42y,0,3376.0,,9,0,2,0,0.0
24832,0,0.073133209,63y,0,0.113777245,5000.0,13,0,0,0,1.0
41009,0,0.8125960059999999,43y,2,0.334195898,10433.0,7,0,2,0,2.0
144941,0,0.020189515,80y,0,12.0,,3,0,0,0,0.0
90984,0,0.089862865,69y,0,0.113289382,11527.0,8,0,0,0,0.0
132594,0,0.580119771,56y,0,0.535718647,8188.0,23,0,2,0,1.0
98475,0,0.098627414,71y,0,48.0,,2,0,0,0,
110540,0,0.9999999,48y,0,0.999112689,2253.0,7,0,0,0,0.0
36061,0,0.540306462,33y,0,0.404016693,3833.0,4,0,1,0,0.0
35159,0,0.013512905,68y,0,0.037077342,12864.0,8,0,0,0,0.0
126762,1,0.036257285,63y,0,0.095515434,3433.0,8,0,0,0,0.0
135597,0,0.769567255,31y,1,0.292387543,1733.0,6,0,0,1,1.0
148434,0,0.296155633,85y,0,0.343675009,5833.0,12,0,1,0,0.0
100397,0,0.013082083,56y,0,0.12934722,10753.0,8,0,2,0,0.0
11590,1,0.334703316,42y,0,5152.0,,14,0,2,0,0.0
142742,0,1.299003322,30y,1,0.0033577529999999,3275.0,1,0,0,0,1.0
147236,0,0.164341207,40y,0,2291.0,,8,0,2,0,1.0
10912,0,0.2159969,57y,0,0.3649013279999999,18900.0,30,0,4,0,1.0
25127,0,0.81313382,40y,1,0.365286624,3139.0,7,0,0,0,3.0
7135,0,0.005962561,28y,0,0.003999,4000.0,21,0,0,0,0.0
116615,0,0.0154296289999999,58y,0,2324.0,,5,0,1,0,0.0
119144,0,0.0,58y,0,1328.0,,3,0,1,0,0.0
40834,0,0.959097186,38y,0,0.421526158,3000.0,6,0,0,0,1.0
55214,0,0.036753364,35y,0,1652.0,,10,0,2,0,0.0
133754,0,0.6900182340000001,57y,0,0.352666667,5999.0,5,0,1,0,0.0
149044,0,0.7345331829999999,60y,0,331.0,,5,1,0,0,
38967,0,0.977593422,47y,0,0.396772859,7250.0,6,0,1,0,2.0
37987,0,0.33473104,48y,0,0.181065515,8333.0,4,0,1,0,5.0
66577,0,0.19813058,40y,0,0.126887311,10000.0,5,0,0,0,1.0
15439,0,0.023803717,37y,0,2686.0,,10,0,2,0,1.0
18163,0,0.110157481,63y,0,0.381578196,17500.0,23,0,5,0,1.0
70289,0,0.164885944,53y,0,0.388922216,5000.0,15,0,1,0,3.0
33948,0,0.153712838,54y,0,0.182679296,14040.0,2,0,1,0,3.0
17680,0,0.155384535,57y,2,0.254920337,2133.0,12,0,1,0,0.0
35938,0,0.09986587,86y,0,24.0,,1,0,0,0,0.0
136967,0,0.419058094,55y,1,0.927035006,2370.0,6,0,1,0,0.0
437,0,0.014310431,56y,0,13.0,,2,0,0,0,0.0
9315,0,0.178752798,60y,0,0.777671528,4182.0,13,0,1,0,0.0
139307,1,0.895300276,40y,1,0.284821986,1600.0,9,1,0,0,1.0
14601,0,0.9999999,75y,0,35.0,,3,0,0,0,0.0
85849,0,0.397825272,64y,0,0.56027687,5200.0,6,0,3,0,0.0
95964,0,0.0,62y,0,0.02707152,10933.0,6,0,0,0,0.0
75565,0,0.254915028,25y,0,0.383385162,2250.0,3,0,0,0,0.0
4805,0,0.117290293,40y,0,0.661558565,8417.0,7,0,3,0,3.0
1438,0,0.0,66y,0,0.3635731479999999,18694.0,16,0,5,0,0.0
81646,0,0.0,29y,0,0.110999329,2981.0,3,0,0,0,0.0
142630,0,0.0,49y,2,1993.0,0.0,8,0,1,0,2.0
8061,0,0.062433351,62y,0,0.4079660029999999,12000.0,15,0,1,0,1.0
73396,0,0.4514650739999999,29y,0,0.073147389,7313.0,8,0,0,0,2.0
70175,0,0.036606053,65y,0,36.0,,2,0,0,0,0.0
99934,0,0.966912099,44y,0,0.404201805,6758.0,4,0,1,0,0.0
88056,0,0.0,37y,0,0.184242101,7500.0,9,0,2,0,0.0
104231,0,0.9999999,55y,0,0.252071888,10738.0,4,0,2,0,0.0
147418,0,0.0072563169999999,63y,0,0.3655725379999999,3990.0,13,0,2,0,0.0
77518,0,0.538413492,47y,0,25.0,,14,0,0,0,
138968,0,0.6634634110000001,53y,0,2004.0,,7,0,0,0,0.0
35011,0,0.006100109,58y,0,0.004585653,3052.0,4,0,0,0,0.0
88569,0,0.317376953,58y,0,0.406372166,5115.0,10,0,1,0,1.0
119300,0,0.870162297,32y,2,0.6729634,2540.0,10,1,1,0,1.0
68761,0,0.000511335,31y,0,0.4458726079999999,3500.0,7,0,2,0,0.0
34929,0,0.184660563,52y,0,0.382212039,4800.0,8,0,1,0,0.0
59306,0,0.098417815,45y,1,0.375461076,5150.0,20,0,1,0,2.0
17918,0,0.018432413,49y,0,0.258977798,6710.0,13,0,2,0,2.0
44063,0,0.1183735269999999,78y,0,224.0,,5,0,0,0,0.0
43107,1,0.9999999,33y,1,0.13197196,3280.0,2,1,0,0,0.0
11127,0,0.012365736,53y,0,28.0,,7,0,0,0,0.0
84148,0,0.028280514,67y,0,0.0219564789999999,5100.0,6,0,0,0,0.0
10241,0,0.16715203,47y,0,0.2809397289999999,7150.0,6,0,1,0,0.0
14666,0,0.280571179,52y,0,0.25491297,10685.0,13,2,2,0,3.0
87453,0,0.000116401,75y,0,0.0,7581.0,8,0,0,0,0.0
126816,0,0.241917761,65y,0,3225.0,,28,0,2,0,0.0
114264,0,0.0,34y,0,1.67061436,1350.0,6,0,1,0,0.0
111201,0,0.043427547,62y,0,0.489019697,4416.0,18,0,1,0,2.0
3856,0,0.0234353889999999,65y,0,0.002039837,8333.0,5,0,0,0,0.0
17913,0,0.475304939,56y,0,0.262155246,3516.0,5,0,0,0,0.0
133415,0,0.005711178,42y,0,0.420736932,3500.0,10,0,1,0,1.0
131714,0,0.553829079,42y,0,0.178955261,4000.0,3,0,0,1,0.0
72700,0,0.0,73y,0,0.0052945069999999,4532.0,2,0,0,0,0.0
37615,0,0.4247411729999999,61y,0,0.047842088,2988.0,4,0,0,0,0.0
54916,0,0.358930087,50y,0,0.259073344,25100.0,13,0,1,0,1.0
90575,0,0.7044552270000001,52y,0,0.343832335,8349.0,13,0,1,0,0.0
60073,0,0.614108896,45y,0,0.244500733,7500.0,11,0,1,0,4.0
37679,0,0.008940337,64y,0,0.155381605,10219.0,6,0,1,0,0.0
96429,0,0.983450827,40y,0,2.383700178,1680.0,3,0,1,0,2.0
65568,0,0.019958437,45y,0,2899.0,,8,0,1,0,5.0
12576,0,0.326863038,33y,0,0.442275649,4200.0,5,0,2,0,2.0
105841,0,0.469085827,59y,0,2090.0,,8,1,1,0,0.0
13075,0,0.671205323,39y,0,908.0,,7,0,0,0,0.0
103971,1,1.18762475,25y,0,0.131596091,1534.0,2,0,0,0,1.0
52932,0,0.002607529,72y,0,0.85198732,4100.0,11,0,2,0,0.0
127126,0,0.02269773,80y,0,0.045460334,7852.0,3,0,0,0,0.0
70859,0,0.020460207,52y,0,0.251915336,7700.0,8,0,1,0,0.0
89882,1,0.247858661,38y,2,0.460277008,9024.0,17,0,1,0,2.0
12449,0,0.035703734,50y,1,0.283599328,9523.0,9,0,1,0,0.0
136121,0,0.9999999,39y,0,1.171767645,1600.0,5,0,2,0,3.0
93735,0,0.033664781,68y,0,0.480836237,2582.0,10,0,1,0,0.0
105992,0,0.892290719,55y,0,282.0,,18,0,0,0,
82886,0,0.247048297,55y,0,1.255310287,2400.0,15,0,1,0,1.0
123579,0,0.066785903,56y,0,0.563696919,20416.0,6,0,3,0,0.0
121177,0,0.515561189,40y,0,0.080319947,6000.0,5,0,0,0,2.0
69286,0,0.171189478,34y,0,0.5581104720000001,4000.0,12,0,1,0,0.0
116901,1,1.033630249,48y,1,0.539093091,7916.0,4,5,1,2,4.0
98185,0,0.085884528,72y,0,37.0,,4,0,0,0,0.0
59414,0,0.9999999,31y,1,0.108375421,4751.0,2,1,0,0,0.0
129686,0,0.9999999,54y,0,0.0,2356.0,2,0,0,0,0.0
129088,0,0.008263857,40y,0,1045.0,,6,0,1,0,
100042,0,0.0,59y,0,0.0,,2,0,0,0,0.0
8965,0,0.9999999,67y,0,0.432045436,12500.0,9,0,3,0,0.0
128993,0,0.584837053,39y,0,386.0,0.0,2,0,0,0,0.0
122171,0,0.058383695,60y,0,96.0,,3,0,0,0,0.0
61971,1,0.9999999,57y,2,1.689770077,3000.0,7,1,2,2,3.0
103303,0,0.209697111,31y,1,3162.0,,5,0,1,0,0.0
8147,0,0.187690521,52y,0,3261.0,,9,0,2,0,2.0
130761,0,0.07079646,54y,0,0.021991204,2500.0,7,0,0,0,0.0
138562,0,0.027215367,89y,0,0.007367313,6650.0,7,0,0,0,0.0
54755,0,0.001279966,75y,0,0.440616967,5834.0,12,0,1,1,0.0
19781,0,0.11928232,34y,0,1412.0,,5,0,1,0,0.0
81423,1,0.434871335,48y,0,0.341430499,3704.0,7,0,1,0,1.0
63529,0,0.0276329679999999,79y,0,101.0,0.0,10,0,0,0,0.0
67426,0,0.010490837,67y,0,0.256912653,5460.0,14,0,1,0,1.0
30649,0,0.345388936,32y,0,0.409167267,8333.0,13,0,1,0,1.0
9354,0,0.3228611389999999,61y,0,0.168285203,7825.0,5,0,1,0,3.0
32944,0,0.843003568,57y,0,0.892355694,7050.0,11,0,3,0,3.0
984,0,0.951209758,36y,0,0.061445262,2310.0,2,0,0,0,2.0
92967,0,0.953917051,45y,1,27.0,,3,1,0,0,0.0
120103,0,0.00769903,69y,0,0.741169486,3368.0,11,0,2,0,0.0
22090,0,0.6989001570000001,33y,0,0.182605798,3000.0,3,0,0,1,1.0
130357,0,0.055143446,60y,0,0.213700991,4641.0,9,0,0,0,1.0
47619,0,0.135039316,41y,0,0.033693489,7033.0,3,0,0,0,1.0
39558,1,0.8341658340000001,59y,0,0.450922196,4716.0,11,0,2,0,1.0
60307,0,0.0,65y,0,0.128658089,15000.0,6,0,1,0,0.0
104523,0,0.7785843920000001,57y,0,0.00979804,5000.0,2,1,0,0,1.0
85745,0,0.013627917,39y,0,0.080659945,12000.0,8,0,0,0,0.0
35195,1,0.007539247,32y,0,0.17601043,2300.0,12,0,0,0,2.0
29547,0,0.117020259,64y,0,0.231508761,6448.0,9,0,1,0,0.0
108813,0,0.912254647,59y,0,0.750214298,5832.0,12,0,2,0,0.0
85313,0,0.9999999,34y,0,0.0,6269.0,1,0,0,0,0.0
66212,0,0.0,27y,0,519.0,,4,0,0,0,0.0
104197,0,0.013569586,45y,0,0.433921105,5500.0,7,0,1,0,1.0
81031,0,0.142731105,41y,0,0.090541633,6184.0,6,0,0,0,2.0
109558,0,0.176368553,51y,0,103.0,,3,0,0,0,0.0
46498,0,0.121182639,83y,0,71.0,,6,0,0,0,0.0
49699,0,0.0,70y,0,0.03701444,4916.0,12,0,1,0,0.0
139436,0,0.0991521369999999,68y,0,0.259352084,10772.0,6,0,1,0,2.0
17202,0,0.3321212999999999,60y,0,0.279741348,13608.0,12,0,2,0,3.0
41209,0,0.1032758709999999,39y,0,0.2245072839999999,3500.0,7,0,1,0,4.0
61715,0,0.0669110909999999,33y,0,0.282343531,5000.0,9,0,0,0,1.0
11018,0,0.56013352,50y,0,1319.0,,10,0,0,0,0.0
47344,0,0.394921016,69y,0,0.352129574,5000.0,7,0,1,0,0.0
46716,0,0.852814719,50y,0,0.543025733,6100.0,5,0,1,0,0.0
6083,0,0.260281583,53y,0,0.230378109,21633.0,12,0,2,0,2.0
121141,0,0.0,60y,2,0.690847873,9800.0,12,0,6,0,0.0
29865,0,0.065408616,51y,0,4243.0,,7,0,2,0,0.0
81076,0,0.402051815,53y,1,0.350331788,11000.0,14,0,2,0,1.0
125333,1,0.320118336,39y,0,0.659160939,4218.0,10,0,2,0,0.0
12378,0,0.069496525,62y,0,3286.0,0.0,5,0,1,0,0.0
8146,0,0.0554640859999999,67y,1,0.2561947539999999,6900.0,17,0,1,0,1.0
67590,0,0.046981825,63y,0,2329.0,,7,0,1,0,0.0
80344,0,1.007165472,34y,0,0.5043323710000001,4500.0,6,0,1,0,3.0
8136,0,0.931548566,55y,0,0.794766547,5846.0,12,0,4,0,0.0
85821,0,0.908193238,58y,0,1.370251899,2500.0,9,0,2,0,0.0
144491,0,0.151083823,47y,0,0.380608301,5950.0,12,0,3,0,0.0
68121,0,0.942068447,45y,0,0.374786689,9375.0,5,0,3,0,2.0
112423,0,0.801651659,26y,0,0.289345901,3500.0,6,0,0,0,0.0
52038,0,0.000476181,75y,0,0.167013278,6250.0,9,0,1,0,0.0
67064,0,0.317778815,38y,0,0.115276476,3200.0,7,0,0,0,0.0
134942,0,0.4585935889999999,50y,1,2327.0,,9,0,1,0,0.0
149299,0,0.012888591,69y,0,1360.0,,11,0,2,0,3.0
142922,0,0.038548131,44y,1,0.374462554,10000.0,13,0,2,0,2.0
136407,0,0.063857782,37y,0,0.221921166,15500.0,9,0,1,0,5.0
84864,0,0.033024119,54y,0,1309.0,,8,0,1,0,0.0
83768,0,0.969433748,64y,0,0.220149658,9220.0,5,0,0,0,0.0
59586,0,0.056959348,50y,0,0.3206516439999999,10250.0,9,0,1,0,2.0
67648,0,0.126013446,46y,0,0.986805278,2500.0,13,0,2,0,0.0
43194,1,0.005944334,54y,0,0.5949669360000001,5443.0,9,0,2,0,0.0
11663,0,0.280819592,62y,0,4603.0,,14,0,2,0,0.0
61382,0,0.408005217,45y,0,0.525079153,6000.0,12,0,1,0,3.0
37519,0,0.562628292,61y,0,0.491886576,6100.0,10,0,1,0,1.0
19502,0,0.9999999,51y,0,0.13397659,6321.0,1,1,0,1,0.0
118860,0,0.006947939,68y,0,0.226509138,10833.0,13,0,2,0,0.0
32565,0,0.111662531,33y,0,0.591141397,1760.0,9,0,1,0,0.0
21488,0,0.285316041,75y,0,0.067853705,2077.0,6,0,0,0,0.0
115223,0,0.028295097,52y,1,0.41098027,12822.0,18,0,4,0,0.0
7127,0,0.025991032,81y,0,1538.0,,3,0,1,0,0.0
85981,0,0.032106761,48y,0,0.3560321979999999,20000.0,11,0,2,0,0.0
14239,1,1.07846077,49y,0,352.0,,2,3,0,0,0.0
149037,0,0.010538543,60y,0,18.0,,4,0,0,0,0.0
69048,0,0.001070849,64y,0,6.0,,10,0,0,0,0.0
62465,0,0.377787301,54y,0,3.927133269,1042.0,14,0,3,0,0.0
144020,0,0.044547773,59y,0,1782.0,,2,0,1,0,0.0
38550,0,0.214269638,32y,0,0.078947368,2583.0,8,0,0,0,0.0
79618,0,0.037764907,78y,0,0.006504879,7993.0,2,0,0,0,0.0
31968,0,0.163772515,54y,1,0.422563642,8916.0,10,0,1,0,2.0
64491,0,0.9999999,27y,0,114.0,,0,0,0,0,
111667,0,0.9999999,32y,0,0.321753986,5267.0,9,0,1,0,1.0
43444,0,1.028276772,53y,0,1.00559888,5000.0,12,0,1,0,1.0
109608,0,0.0,78y,0,1082.0,,5,0,1,0,0.0
960,0,0.8335941579999999,44y,0,178.0,,9,0,0,0,0.0
94027,0,0.067753469,56y,0,0.0894303519999999,30000.0,9,0,1,0,3.0
115986,0,0.0,35y,0,0.33406406,8210.0,7,0,1,0,1.0
138181,0,0.3593801679999999,35y,0,0.4401119779999999,5000.0,11,0,0,0,0.0
45493,0,0.015284986,58y,0,2012.0,,6,0,2,0,
22540,0,0.032309048,37y,0,0.004768497,6500.0,1,0,0,0,0.0
44355,0,0.344242047,52y,0,0.49032212,14000.0,9,0,1,0,0.0
116069,0,0.579050273,42y,0,0.385247723,4500.0,11,0,0,0,1.0
40941,0,0.727227277,48y,0,0.53930544,13216.0,11,0,3,0,1.0
133298,0,0.042088265,63y,0,0.128682409,13000.0,5,0,1,0,0.0
46824,0,0.0,73y,0,0.8988532779999999,3400.0,5,0,3,0,0.0
9616,0,0.220397621,75y,0,0.093776401,3550.0,8,0,0,0,0.0
10124,0,0.924667854,53y,0,1454.0,,3,0,1,0,0.0
83495,0,0.092727152,64y,0,0.332650972,12700.0,9,0,3,0,0.0
42983,1,0.962207558,58y,0,0.7959183670000001,440.0,5,0,0,1,1.0
114291,0,0.001495871,67y,0,0.000206889,9666.0,4,0,0,0,0.0
7558,0,0.070281698,77y,0,0.0937615359999999,5417.0,3,0,0,0,0.0
14330,0,0.582198066,60y,1,0.323186313,9000.0,8,0,1,0,2.0
140130,0,0.002445021,55y,0,0.217613274,4700.0,8,0,1,0,0.0
144887,1,8328.0,39y,0,21395.0,,9,0,2,1,0.0
4653,0,0.596990371,48y,1,0.859364586,4500.0,11,0,2,0,2.0
125644,0,0.1504749209999999,44y,0,0.629165556,3750.0,7,0,1,0,0.0
21839,0,0.064709664,90y,0,0.010795682,2500.0,2,0,0,0,0.0
149501,0,0.0823316259999999,62y,0,0.008533463,8202.0,7,0,0,0,1.0
110643,0,0.029056831,56y,0,0.419320105,6500.0,12,0,2,0,0.0
52461,0,0.185095098,52y,0,0.391785879,6500.0,8,0,1,0,0.0
58348,0,0.007065725,24y,0,0.001218027,820.0,2,0,0,0,0.0
26495,0,0.01457421,57y,0,0.001454457,16500.0,6,0,0,0,0.0
74009,0,0.9999999,29y,1,0.242191037,2208.0,1,0,0,0,3.0
58691,0,0.053989295,48y,0,0.402162824,4900.0,8,0,2,0,1.0
65066,0,0.666002322,73y,1,0.341584505,14300.0,14,0,2,0,2.0
53801,0,0.931635177,48y,0,0.405381562,6800.0,8,0,1,0,1.0
2911,0,0.123545616,48y,0,1.056420511,7000.0,13,0,1,0,2.0
100931,0,0.234859675,71y,1,0.302074276,8050.0,6,0,2,0,0.0
149270,0,0.253341753,75y,0,659.0,,2,0,0,0,0.0
126320,0,0.516042401,52y,0,0.999324438,5920.0,10,0,1,0,1.0
15138,0,0.499596465,75y,0,1621.0,,4,0,1,0,0.0
100054,1,0.072377187,53y,0,1654.0,,9,0,2,0,
59564,0,0.2172670839999999,48y,0,3843.0,,13,0,1,0,0.0
802,0,0.0,45y,0,0.7358164540000001,10416.0,11,0,4,0,1.0
126496,0,0.865017305,40y,0,0.365462808,4180.0,6,0,0,2,0.0
29017,0,0.539283042,56y,2,0.382722379,3900.0,4,0,1,1,0.0
33190,0,0.8957591079999999,39y,0,0.338061466,13958.0,14,0,2,0,3.0
118645,0,0.915969317,55y,1,2221.0,,13,0,1,0,0.0
80927,0,0.000646677,77y,0,379.0,,15,0,0,0,0.0
19104,0,0.264003953,46y,0,1.045888233,2200.0,9,0,2,0,1.0
53446,0,0.036160573,49y,1,4.909454061,750.0,18,0,2,0,0.0
73900,0,0.037938935,54y,0,0.376060872,6833.0,10,0,2,0,0.0
62302,0,0.466053395,36y,0,0.429272646,2240.0,6,1,1,0,0.0
77370,0,0.953950944,39y,0,0.646011561,4324.0,6,0,1,0,2.0
72913,0,0.8755567679999999,46y,1,0.217225136,11250.0,7,0,2,0,0.0
10775,0,0.65200612,51y,0,0.57647411,3340.0,9,0,1,0,1.0
129691,0,0.784431138,23y,0,0.011827957,929.0,2,0,0,0,0.0
6467,0,0.984641229,39y,0,0.534193161,3333.0,8,0,2,0,0.0
79382,0,0.059122167,52y,0,0.009039277,12500.0,6,0,0,0,0.0
128416,0,0.311515754,63y,0,0.078,12499.0,9,0,1,0,0.0
134713,0,0.019582031,66y,1,0.076452599,4250.0,19,0,0,0,1.0
73534,0,0.319931211,67y,1,0.391288697,8333.0,16,0,2,0,0.0
49901,0,0.083613145,55y,0,0.403886281,7667.0,20,0,1,0,1.0
26500,0,0.954560604,39y,2,0.5193495929999999,9224.0,7,0,2,0,2.0
81408,0,0.023634829,57y,0,0.21515599,10833.0,9,0,2,0,0.0
125167,1,0.445923461,42y,1,0.37817396,1850.0,4,1,0,1,1.0
59807,1,0.8640031490000001,48y,0,0.612596119,2730.0,12,0,1,0,0.0
118284,0,0.9999999,79y,0,0.0,,0,0,0,0,0.0
56123,0,0.039645291,57y,0,0.231856576,5800.0,15,0,1,0,0.0
9663,0,0.003178458,82y,1,0.06805961,6508.0,7,0,1,0,1.0
