ID,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,target
4355,0.05,10.6,0.07,0.88,0.06,0.15,0.08,0.03,0.24,0.0,0.59,0.051,5.48,0.19,0.004,0.3,0.57,0.0,0.07,0.08,0
7955,0.01,13.74,0.02,0.38,0.09,0.05,0.01,0.03,0.55,0.26,0.0,0.097,15.28,1.82,0.004,6.01,1.57,0.08,0.01,0.07,0
3297,0.13,5,0.4,2.73,0.06,7.45,0.05,0.15,1.19,0.61,0.61,0.164,17.67,1.2,0.001,14.44,0.53,0.0,0.06,0.01,1
4820,0.04,24.41,0.01,0.23,0.04,0.12,0.01,0.09,0.5,0.0,0.89,0.062,7.04,0.78,0.007,8.0,3.28,0.1,0.02,0.04,0
5339,0.08,27.96,0.06,0.13,0.05,0.29,0.01,0.66,0.03,0.0,0.62,0.024,1.65,0.55,0.01,1.41,3.88,0.02,0.06,0.03,0
6357,0.04,1.83,0.02,1.39,0.05,0.17,0.1,0.39,0.76,0.15,0.004,0.082,14.87,1.58,0.01,8.13,1.53,0.02,0.07,0.01,0
1055,3.68,3.43,0.71,2.98,0.01,4.11,0.81,1.23,0.75,0.0,0.0,0.025,16.26,2.27,0.002,56.27,7.18,0.07,0.45,0.03,0
4180,0.02,9.69,0.07,1.31,0.01,0.09,0.1,0.05,1.43,0.0,0.58,0.144,1.6,0.62,0.009,0.83,0.2,0.05,0.01,0.01,0
778,0.43,16.29,0.01,3.45,0.006,6.79,0.05,1.18,0.47,0.0,0.0,0.087,0.26,1.53,0.006,18.48,3.02,0.02,0.31,0.06,1
531,2.1,7.61,0.02,1.98,0.008,4.75,0.49,0.2,1.15,0.61,0.61,0.133,7.45,1.65,0.0,34.68,3.19,0.03,0.24,0.02,1
6728,0.1,6.33,0.02,0.09,0.02,0.04,0.07,0.23,0.91,0.75,0.75,0.191,1.29,1.32,0.005,1.27,0.92,0.09,0.04,0.02,0
7311,0.09,0.77,0.08,0.78,0.09,0.08,0.05,0.13,0.06,0.58,0.58,0.035,3.13,1.15,0.007,0.63,0.74,0.01,0.05,0.06,0
3602,0.08,11.52,0.04,2.11,0.08,4.96,0.46,0.04,0.79,0.43,0.005,0.001,13.59,1.14,0.006,30.31,5.75,0.04,0.35,0.02,0
6269,0.1,25.71,0.07,1.83,0.07,0.09,0.07,1.17,1.31,0.57,0.57,0.109,6.07,1.99,0.007,0.14,0.09,0.05,0.06,0.02,0
2210,0.1,28.24,0.04,3.57,0.008,2.58,0.65,0.25,1.16,0.98,0.98,0.191,10.96,1.05,0.007,44.03,6.19,0.03,0.17,0.07,0
6834,0.07,13.16,0.01,0.7,0.07,0.03,0.01,0.44,0.08,0.63,0.63,0.044,16.61,1.8,0.008,1.48,1.54,0.02,0.1,0.09,0
35,4.49,4.07,0.05,1.87,0.005,4.55,0.32,0.9,0.55,0.3,0.002,0.135,5.23,1.43,0.004,36.52,6.15,0.04,0.16,0.04,1
4339,0.0,27.92,0.05,0.13,0.02,0.18,0.01,0.03,0.03,0.0,0.62,0.024,1.42,0.98,0.01,0.25,4.96,0.02,0.02,0.03,0
4197,0.04,12.9,0.03,0.71,0.07,0.06,0.06,0.07,1.19,0.0,0.72,0.1,2.83,0.96,0.001,0.37,0.23,0.04,0.08,0.02,0
54,0.24,8.63,0.04,1.07,0.008,6.19,0.49,0.65,0.9,0.58,0.58,0.093,10.16,1.21,0.003,10.21,5.8,0.05,0.24,0.05,1
3178,0.2,9.82,0.37,2.03,0.07,3.26,0.66,1.26,1.33,0.34,0.006,0.164,2.91,1.75,0.0,5.05,1.18,0.01,0.42,0.01,0
7136,0.04,8.32,0.09,0.24,0.03,0.09,0.08,0.01,0.01,0.5,0.5,0.148,10.57,2.04,0.007,8.89,0.43,0.06,0.09,0.02,0
5723,0.06,4.22,0.04,0.58,0.06,0.06,0.02,0.67,0.75,0.08,0.001,0.034,5.01,0.46,0.008,9.37,0.71,0.07,0.08,0.07,0
1844,0.36,29.21,0.16,2.38,0.07,7.42,0.89,0.34,0.61,0.98,0.98,0.076,0.68,1.27,0.003,6.18,2.95,0.04,0.02,0.05,0
355,3.12,18.12,0.03,3.98,0.006,1.87,0.07,0.66,0.04,0.32,0.002,0.028,8.02,1.07,0.002,40.27,1.16,0.0,0.35,0.02,1
3484,0.03,17.25,0.35,1.21,0.01,6.27,0.41,0.0,0.7,0.07,0.008,0.001,18.75,1.61,0.002,42.8,7.53,0.05,0.15,0.05,0
3020,0.02,18.89,0.17,0.54,0.05,4.59,0.2,1.18,1.0,0.92,0.92,0.086,9.5,1.46,0.007,14.92,3.05,0.03,0.13,0.08,0
7411,0.07,3.38,0.07,0.24,0.09,0.25,0.03,0.08,1.44,0.34,0.004,0.172,1.4,2.1,0.01,4.44,4.62,0.05,0.08,0.08,0
321,3.05,5.71,0.01,0.8,0.001,4.22,0.01,0.85,0.24,0.49,0.001,0.021,11.5,1.48,0.004,13.89,0.18,0.02,0.18,0.05,1
2821,0.08,24.88,0.01,1.48,0.005,5.28,0.51,1.67,0.5,0.89,0.89,0.062,7.04,1.09,0.007,49.23,4.02,0.1,0.36,0.04,0
4397,0.01,22.12,0.01,0.13,0.04,0.0,0.02,0.01,1.08,0.0,0.001,0.017,14.37,0.56,0.001,0.37,1.07,0.03,0.06,0.08,0
2013,0.06,23.98,0.04,3.05,0.008,0.7,0.51,1.35,1.07,0.7,0.7,0.101,1.16,1.11,0.008,26.8,5.58,0.09,0.38,0.03,0
7332,0.04,17.37,0.09,2.55,0.07,0.1,0.06,1.63,1.35,0.69,0.69,0.02,1.04,1.8,0.009,0.11,2.19,0.06,0.0,0.05,0
3601,0.26,28.25,0.19,3.8,0.11,1.82,0.27,0.05,0.06,0.12,0.008,0.001,2.95,1.36,0.008,44.21,4.29,0.07,0.31,0.08,0
2491,0.07,29.26,0.01,3.19,0.005,6.89,0.41,0.09,0.71,0.84,0.84,0.115,8.6,1.74,0.004,16.31,2.21,0.08,0.19,0.01,0
6660,0.09,20.14,0.08,0.02,0.09,0.06,0.03,0.54,1.4,0.55,0.55,0.073,16.37,1.41,0.006,2.83,1.14,0.04,0.04,0.04,0
291,3.97,9.69,0.03,3.68,0.008,6.78,0.12,1.44,0.63,0.23,0.004,0.162,15.63,1.81,0.003,29.28,7.28,0.02,0.24,0.02,0
5270,0.09,28.11,0.03,0.01,0.04,0.01,0.01,0.29,0.67,0.0,0.65,0.155,11.61,0.87,0.01,2.17,3.49,0.04,0.07,0.07,0
6051,0.02,17.98,0.1,0.07,0.03,0.04,0.06,1.97,0.59,0.18,0.007,0.169,5.03,1.84,0.004,4.64,4.59,0.07,0.07,0.01,0
2933,0.16,26.67,0.05,0.53,0.006,1.87,0.18,1.76,1.44,0.95,0.95,0.162,4.69,1.66,0.009,22.73,3.61,0.05,0.02,0.05,0
5466,0.06,22.96,0.08,0.85,0.02,0.02,0.08,0.8,0.63,0.0,0.007,0.112,10.14,0.81,0.001,1.12,0.34,0.03,0.07,0.05,0
2711,0.05,9.34,0.03,3.41,0.002,0.96,0.56,1.03,0.99,0.43,0.006,0.132,8.47,1.56,0.006,44.62,4.28,0.02,0.05,0.02,1
5789,0.06,8.42,0.03,1.12,0.07,0.35,0.1,0.17,0.95,0.62,0.62,0.021,10.59,0.72,0.005,2.89,4.28,0.08,0.03,0.07,0
7727,0.02,0.54,0.01,3.0,0.07,0.57,0.06,0.05,0.89,0.0,0.0,0.038,2.0,1.27,0.009,0.13,3.71,0.02,0.06,0.06,0
5307,0.04,9.51,0.04,0.48,0.03,0.02,0.09,0.36,1.31,0.0,0.64,0.154,10.37,1.69,0.006,5.84,4.84,0.06,0.02,0.01,0
6189,0.09,18.1,0.02,0.64,0.06,0.02,0.05,0.46,1.43,0.43,0.003,0.08,17.54,1.47,0.005,6.87,0.83,0.02,0.03,0.06,0
5661,0.01,21.68,0.06,2.27,0.02,0.22,0.09,0.01,1.38,0.13,0.008,0.121,6.34,0.28,0.003,5.08,0.2,0.04,0.07,0.0,0
2477,0.3,1.38,0.03,3.14,0.002,2.73,0.39,1.26,0.13,0.93,0.93,0.165,4.0,1.01,0.0,38.53,0.16,0.07,0.27,0.01,0
3851,0.03,16.33,0.06,1.4,0.05,0.21,0.68,0.05,0.93,0.83,0.83,0.166,8.69,1.92,0.007,37.54,0.06,0.08,0.18,0.02,0
3847,0.04,19.62,0.72,2.28,0.08,2.45,0.2,0.09,1.43,0.68,0.68,0.089,5.23,1.52,0.004,40.23,2.61,0.03,0.08,0.04,0
7777,0.07,2.59,0.06,0.26,0.06,0.06,0.03,0.1,0.14,0.0,0.0,0.155,6.41,2.12,0.01,3.96,1.05,0.02,0.04,0.02,0
6340,0.09,5.64,0.06,1.19,0.0,0.06,0.06,0.06,0.36,0.28,0.004,0.02,3.21,1.18,0.006,0.78,0.27,0.05,0.06,0.06,0
7732,0.03,6.16,0.05,0.49,0.07,0.07,0.02,0.01,1.15,0.0,0.0,0.015,13.13,1.49,0.007,1.32,0.7,0.01,0.04,0.07,0
931,4.2,0.29,0.03,3.65,0.002,1.36,0.42,1.31,0.63,0.0,0.0,0.139,15.88,1.83,0.002,53.92,1.04,0.1,0.34,0.08,0
3374,0.39,26.55,0.07,1.56,0.03,5.07,0.67,1.99,0.08,0.1,0.008,0.172,17.61,2.14,0.001,46.86,0.01,0.08,0.02,0.02,1
2739,0.03,22.96,0.01,0.88,0.007,3.07,0.65,0.16,0.49,0.97,0.97,0.163,17.38,1.09,0.002,48.01,1.27,0.01,0.15,0.06,0
7197,0.03,3.27,0.06,0.47,0.02,0.09,0.06,1.11,1.19,0.72,0.72,0.1,2.87,1.44,0.001,0.35,0.04,0.04,0.01,0.02,0
3260,0.17,25.41,0.48,0.53,0.02,6.07,0.68,0.07,0.13,0.44,0.008,0.019,12.89,1.2,0.003,54.31,5.43,0.02,0.1,0.04,0
837,3.52,23.9,0.02,2.77,0.003,1.07,0.54,1.35,1.03,0.0,0.0,0.067,13.92,1.31,0.0,12.23,2.42,0.05,0.23,0.0,1
1639,2.77,25.89,0.62,3.35,0.06,3.48,0.63,1.26,0.34,0.94,0.94,0.093,7.97,1.8,0.007,55.98,5.12,0.05,0.12,0.04,0
2770,0.1,15.76,0.04,2.48,0.005,5.99,0.15,1.31,1.16,0.72,0.72,0.156,0.52,1.4,0.01,48.57,4.28,0.09,0.34,0.08,0
3816,0.03,25.08,0.21,0.93,0.04,5.16,0.86,0.08,0.52,0.62,0.62,0.022,13.28,1.97,0.003,15.67,7.79,0.04,0.43,0.01,0
801,4.83,26.3,0.01,0.39,0.008,0.95,0.53,0.53,0.88,0.0,0.0,0.076,14.87,1.05,0.009,25.8,6.6,0.05,0.34,0.05,0
7776,0.09,18.63,0.08,0.22,0.03,0.07,0.02,0.01,1.33,0.0,0.0,0.077,18.27,2.31,0.007,0.66,5.13,0.05,0.04,0.06,0
6641,0.09,14.27,0.08,0.8,0.0,0.44,0.01,0.98,0.77,0.52,0.52,0.185,17.51,1.63,0.009,11.79,1.25,0.1,0.1,0.06,0
4875,0.07,1.46,0.03,1.01,0.06,0.1,0.08,0.0,1.37,0.0,0.93,0.161,2.65,0.56,0.009,1.57,0.46,0.04,0.1,0.01,0
5081,0.1,27.79,0.03,0.76,0.09,0.27,0.1,0.01,0.43,0.0,0.007,0.033,6.24,0.34,0.001,6.56,1.59,0.01,0.09,0.05,1
3128,0.02,17.74,0.09,4.89,0.08,2.79,0.03,1.4,0.5,0.28,0.005,0.044,2.82,1.97,0.001,53.35,7.9,0.04,0.28,0.03,0
4501,0.06,13.89,0.01,1.5,0.05,0.04,0.0,0.02,0.37,0.0,0.001,0.033,9.55,0.46,0.005,0.03,0.27,0.05,0.07,0.06,0
2412,0.09,16.22,0.02,1.21,0.009,4.33,0.71,0.08,1.44,0.34,0.004,0.172,0.88,1.9,0.01,29.35,6.66,0.05,0.45,0.08,0
3507,0.08,23.67,0.33,2.31,0.04,4.35,0.53,0.09,0.81,0.19,0.001,0.001,3.79,1.81,0.003,55.61,4.51,0.1,0.07,0.02,0
7804,0.04,2.22,0.05,0.59,0.08,0.45,0.07,0.1,0.33,0.0,0.0,0.16,5.85,1.39,0.003,3.99,4.33,0.02,0.06,0.07,0
4165,0.01,5.41,0.06,0.93,0.07,0.54,0.05,0.04,1.5,0.0,0.79,0.118,11.34,0.26,0.002,4.09,0.21,0.01,0.03,0.06,0
5492,0.06,13.91,0.03,1.16,0.08,0.31,0.09,0.05,0.1,0.0,0.0,0.165,10.85,0.78,0.006,6.72,2.14,0.07,0.02,0.09,0
4268,0.09,2.08,0.01,0.98,0.09,0.1,0.05,0.09,0.88,0.0,0.68,0.113,17.85,0.92,0.002,2.43,2.56,0.01,0.01,0.05,0
4225,0.1,16.41,0.09,0.88,0.0,0.03,0.04,0.07,0.76,0.0,0.003,0.092,13.48,0.38,0.01,8.34,1.49,0.05,0.09,0.04,0
7541,0.01,12.37,0.07,0.45,0.04,0.7,0.02,1.75,0.19,0.0,0.0,0.045,4.63,1.7,0.007,1.7,4.15,0.02,0.02,0.06,0
5474,0.02,13.92,0.03,0.03,0.03,0.45,0.05,1.3,0.95,0.0,1.0,0.133,18.88,0.79,0.008,0.17,1.24,0.0,0.07,0.09,0
3213,0.09,8.11,0.72,3.58,0.1,4.41,0.33,1.94,0.78,0.89,0.89,0.101,12.28,1.7,0.008,48.78,7.62,0.02,0.33,0.04,0
737,4.55,24.52,0.04,2.31,0.003,3.64,0.43,1.65,0.69,0.0,0.0,0.046,11.32,1.93,0.003,25.9,1.55,0.01,0.47,0.0,0
5565,0.08,22.15,0.02,0.49,0.05,0.08,0.09,0.42,0.71,0.85,0.85,0.079,1.21,0.69,0.005,0.76,0.12,0.05,0.03,0.01,0
6034,0.03,3.59,0.03,0.34,0.0,0.22,0.03,0.9,0.55,0.3,0.002,0.135,5.23,1.43,0.004,6.72,1.17,0.04,0.02,0.04,0
362,0.78,6.58,0.01,3.38,0.006,1.8,0.53,1.05,1.26,0.03,0.003,0.079,8.69,1.8,0.004,42.43,1.67,0.01,0.12,0.09,1
248,1.21,0.65,0.04,0.7,0.007,1.83,0.56,1.59,0.13,0.17,0.0,0.076,9.75,1.21,0.01,5.67,1.45,0.05,0.12,0.02,1
3895,0.02,17.49,0.76,2.98,0.13,3.83,0.34,0.04,0.76,0.49,0.003,0.109,18.08,1.31,0.01,42.2,2.86,0.09,0.21,0.03,0
1444,1.41,28.13,0.69,0.77,0.11,0.81,0.36,0.06,1.03,0.0,0.007,0.142,2.08,1.54,0.002,16.93,1.15,0.09,0.42,0.02,0
3882,0.19,9.39,0.86,3.83,0.11,0.54,0.08,0.09,0.39,0.41,0.006,0.037,17.9,1.24,0.005,15.23,4.07,0.02,0.41,0.06,0
5852,0.07,28.9,0.09,1.71,0.0,0.04,0.08,1.95,1.18,0.81,0.81,0.075,1.29,0.1,0.005,0.15,2.83,0.08,0.03,0.01,0
1172,1.61,6.37,0.35,1.33,0.11,4.01,0.21,0.5,1.34,0.0,0.0,0.095,2.57,1.52,0.001,21.16,6.6,0.01,0.42,0.07,0
7337,0.03,0.78,0.09,0.32,0.05,0.29,0.03,1.43,0.68,0.42,0.005,0.108,16.77,1.97,0.001,1.02,0.99,0.04,0.06,0.01,0
650,0.31,0.9,0.01,1.54,0.007,2.94,0.14,0.91,0.16,0.89,0.89,0.052,5.73,1.76,0.003,32.32,6.42,0.03,0.33,0.08,1
7324,0.05,0.94,0.02,0.89,0.0,0.41,0.02,1.84,0.75,0.92,0.92,0.142,7.76,1.46,0.004,0.92,1.41,0.02,0.02,0.09,0
2964,0.07,23.54,0.001,2.29,0.007,7.06,0.4,1.19,0.52,0.49,0.003,0.057,13.75,1.41,0.005,52.36,3.1,0.07,0.31,0.08,0
2096,0.13,19.11,0.02,1.74,0.007,1.89,0.69,0.87,0.69,0.55,0.55,0.153,5.91,1.31,0.007,39.05,4.15,0.01,0.38,0.08,0
947,1.74,3.34,0.01,0.72,0.008,7.93,0.51,0.1,0.46,0.0,0.0,0.165,5.52,1.89,0.002,55.72,0.0,0.05,0.04,0.06,1
1274,3.29,2.48,0.43,0.71,0.01,6.0,0.68,1.25,0.29,0.0,0.78,0.112,3.15,1.43,0.006,47.56,3.04,0.07,0.32,0.06,0
1903,1.76,8.01,0.42,1.57,0.08,3.37,0.77,1.56,1.47,0.97,0.97,0.166,13.08,1.34,0.005,17.23,3.54,0.05,0.5,0.01,0
6945,0.07,14.41,0.02,0.31,0.04,0.37,0.09,0.0,0.38,0.04,0.007,0.166,0.34,1.35,0.01,0.61,1.01,0.09,0.07,0.01,0
3865,0.04,10.56,0.66,3.53,0.11,1.59,0.01,0.07,1.23,0.96,0.96,0.142,0.98,1.32,0.002,27.48,5.17,0.02,0.23,0.04,0
3098,0.04,13.08,0.43,2.66,0.04,5.0,0.33,0.73,0.68,0.45,0.006,0.053,17.93,1.75,0.008,10.81,6.6,0.1,0.06,0.04,0
623,3.07,13.91,0.03,3.89,0.004,6.57,0.87,1.57,0.13,0.59,0.59,0.086,10.12,1.89,0.009,37.89,0.78,0.06,0.48,0.07,0
3613,0.06,7.59,0.4,0.84,0.13,3.05,0.19,0.04,0.36,0.3,0.005,0.001,1.14,1.59,0.008,47.57,3.8,0.09,0.32,0.04,0
1243,0.76,9.8,1.03,1.84,0.06,4.15,0.69,0.32,0.66,0.0,0.006,0.123,2.47,2.09,0.002,43.67,0.66,0.04,0.05,0.03,1
1551,2.1,1.47,0.11,2.74,0.09,4.87,0.14,0.49,1.39,0.0,0.75,0.064,5.81,2.01,0.009,25.34,6.31,0.09,0.23,0.06,0
3137,0.27,9.69,0.2,2.28,0.05,0.94,0.34,0.01,0.01,0.5,0.5,0.148,10.64,2.28,0.007,37.97,1.23,0.06,0.01,0.02,1
3144,0.09,14.86,0.53,0.87,0.04,6.22,0.0,0.81,0.24,0.15,0.005,0.005,17.13,2.01,0.002,17.68,1.67,0.04,0.0,0.03,1
7907,0.04,2.42,0.08,0.96,0.04,0.06,0.02,0.06,0.43,0.98,0.0,0.187,9.6,2.02,0.001,0.44,4.49,0.06,0.04,0.07,0
308,1.24,10.27,0.05,3.01,0.004,6.84,0.67,0.36,1.31,0.64,0.64,0.154,9.48,1.35,0.006,19.99,7.73,0.06,0.27,0.01,1
196,4.86,12.48,0.001,2.99,0.008,7.47,0.79,0.71,1.26,0.75,0.75,0.102,18.18,1.29,0.006,23.82,6.9,0.03,0.39,0.07,0
6549,0.08,24.02,0.08,0.19,0.08,0.07,0.02,0.46,0.33,0.92,0.92,0.025,5.9,1.02,0.008,0.44,4.67,0.06,0.06,0.06,0
2492,0.07,0.25,0.02,3.58,0.002,0.81,0.83,0.3,1.24,0.51,0.51,0.098,10.9,1.2,0.003,18.64,1.32,0.04,0.02,0.05,0
7886,0.04,17.69,0.03,0.16,0.02,0.47,0.0,0.04,0.06,0.54,0.0,0.081,2.75,1.77,0.007,0.26,7.78,0.05,0.05,0.06,0
1395,1.82,21.05,0.88,3.34,0.11,2.7,0.1,1.48,0.95,0.0,0.91,0.073,18.45,1.99,0.006,53.91,3.69,0.04,0.37,0.0,0
7754,0.03,14.5,0.03,0.98,0.01,0.21,0.03,0.06,0.63,0.0,0.0,0.152,8.54,1.83,0.005,0.91,5.94,0.07,0.01,0.02,0
5425,0.07,5.91,0.02,0.54,0.02,0.44,0.08,1.04,0.63,0.09,0.007,0.179,8.13,0.65,0.001,5.14,0.77,0.04,0.02,0.09,0
7360,0.06,2.09,0.01,0.99,0.05,0.34,0.1,0.74,0.84,0.22,0.004,0.043,2.59,1.62,0.007,8.21,5.14,0.09,0.04,0.09,0
4427,0.01,17.08,0.04,2.0,0.02,0.01,0.09,0.01,0.61,0.0,0.65,0.137,7.77,0.72,0.0,1.39,1.0,0.02,0.04,0.06,0
2527,0.07,20.33,0.04,0.72,0.001,7.21,0.55,0.4,1.09,0.65,0.65,0.14,2.98,1.06,0.005,15.26,6.08,0.08,0.48,0.04,0
1730,0.66,5.54,0.35,4.83,0.13,8.34,0.49,0.47,0.89,0.78,0.78,0.038,2.12,1.43,0.009,3.26,3.71,0.02,0.36,0.06,0
3860,0.07,14.63,0.59,3.14,0.04,1.21,0.29,0.04,0.47,0.74,0.74,0.175,13.23,1.33,0.005,34.94,4.45,0.07,0.19,0.07,0
298,4.77,3.82,0.04,0.58,0.002,0.71,0.1,1.6,0.83,0.68,0.68,0.153,4.98,1.73,0.009,14.31,7.22,0.05,0.49,0.05,1
6204,0.02,13.48,0.05,0.57,0.06,0.28,0.09,1.86,0.45,0.36,0.003,0.185,0.96,1.44,0.003,3.57,2.15,0.07,0.06,0.01,0
1925,3.77,20.01,0.59,1.34,0.05,6.88,0.54,1.26,1.27,0.23,0.008,0.176,15.25,1.11,0.0,29.45,6.0,0.07,0.31,0.04,0
10,3.27,3.6,0.001,2.69,0.005,5.75,0.15,0.6,1.29,0.04,0.008,0.145,8.47,1.25,0.006,55.4,7.8,0.05,0.33,0.06,0
2262,0.11,25.53,0.02,0.25,0.004,6.99,0.61,1.67,1.19,0.86,0.86,0.132,1.2,1.26,0.009,27.75,3.12,0.09,0.05,0.03,0
1975,1.74,7.08,0.7,1.26,0.05,1.21,0.73,1.78,0.33,0.22,0.0,0.061,2.16,1.39,0.01,46.5,4.79,0.01,0.24,0.02,0
4903,0.05,22.22,0.1,1.07,0.07,0.01,0.1,0.1,0.04,0.0,0.007,0.046,11.37,0.95,0.007,1.52,0.09,0.1,0.01,0.07,0
4301,0.08,1.99,0.08,2.35,0.06,0.02,0.04,0.05,0.59,0.0,0.008,0.03,12.8,0.17,0.006,0.77,0.23,0.08,0.07,0.04,0
6913,0.09,27.01,0.08,0.64,0.09,0.05,0.01,0.69,1.39,0.89,0.89,0.005,8.17,1.46,0.005,0.42,0.37,0.08,0.09,0.0,0
922,4.19,0.68,0.01,1.37,0.004,2.47,0.28,1.05,0.28,0.0,0.0,0.096,18.41,1.42,0.007,24.83,4.03,0.03,0.37,0.08,1
2225,0.02,8.71,0.05,2.46,0.002,7.33,0.43,0.7,0.8,0.97,0.97,0.1,18.78,1.99,0.001,27.53,5.96,0.05,0.08,0.0,0
2941,0.16,11.06,0.04,3.58,0.007,0.21,0.2,0.41,0.24,0.61,0.61,0.127,15.88,1.77,0.006,48.37,3.55,0.07,0.04,0.03,1
2425,0.03,12.35,0.03,1.92,0.001,3.65,0.33,0.48,1.36,0.73,0.73,0.164,14.61,1.22,0.008,52.9,0.93,0.06,0.12,0.02,0
806,3.88,11.07,0.05,1.02,0.005,6.1,0.2,1.13,1.34,0.0,0.0,0.162,1.99,1.45,0.008,22.66,3.71,0.03,0.0,0.07,1
6033,0.1,29.27,0.06,1.89,0.02,0.36,0.05,1.09,0.0,0.8,0.8,0.091,17.33,1.86,0.001,1.94,0.05,0.09,0.02,0.0,0
6373,0.08,26.6,0.09,0.95,0.06,0.3,0.04,1.99,0.08,0.1,0.008,0.172,16.74,1.98,0.001,1.95,0.08,0.08,0.01,0.02,0
2722,0.03,22.79,0.02,0.45,0.005,7.08,0.62,0.61,1.46,0.84,0.84,0.136,16.56,1.62,0.007,37.96,5.67,0.06,0.15,0.08,0
5469,0.08,22.37,0.01,2.87,0.09,0.8,0.06,0.96,1.41,0.0,0.99,0.13,12.28,0.72,0.001,3.32,3.58,0.01,0.03,0.03,0
2965,0.04,12.27,0.02,1.05,0.006,7.43,0.66,1.63,0.27,0.62,0.62,0.166,0.02,1.03,0.003,30.52,0.24,0.0,0.06,0.05,0
1749,2.11,25.9,0.92,1.58,0.05,2.77,0.24,0.66,0.55,0.38,0.005,0.16,3.53,2.41,0.008,42.85,7.56,0.02,0.47,0.06,0
4600,0.06,28.29,0.09,2.86,0.1,0.01,0.02,0.09,0.06,0.0,0.008,0.189,2.43,0.63,0.008,0.55,0.75,0.07,0.0,0.08,0
2503,0.03,0.09,0.001,1.03,0.002,5.47,0.54,1.95,0.56,0.94,0.94,0.006,15.78,2.0,0.009,25.95,4.31,0.01,0.06,0.01,1
1606,3.9,16.51,0.15,3.27,0.05,5.06,0.82,0.27,0.41,0.0,0.67,0.001,19.12,1.79,0.001,3.28,0.14,0.04,0.49,0.07,0
135,3.31,19.49,0.04,1.36,0.002,1.57,0.45,0.5,0.74,0.5,0.5,0.074,18.64,1.41,0.008,8.41,3.22,0.05,0.32,0.04,1
5817,0.08,22.64,0.05,0.9,0.07,0.04,0.04,1.21,1.33,0.55,0.55,0.116,12.24,0.24,0.009,2.21,0.28,0.03,0.05,0.03,0
2467,0.03,23.6,0.02,3.32,0.001,6.53,0.9,0.8,0.63,0.48,0.007,0.112,9.87,1.43,0.001,44.08,2.24,0.03,0.3,0.05,0
556,4.04,28.04,0.03,0.42,0.009,5.59,0.79,1.14,0.83,0.36,0.004,0.065,5.96,1.93,0.005,33.71,0.95,0.01,0.22,0.09,0
6646,0.02,18.68,0.01,0.37,0.05,0.29,0.08,1.9,0.44,0.84,0.84,0.028,11.44,1.83,0.003,3.47,5.41,0.02,0.02,0.05,0
973,3.59,23,0.01,1.18,0.007,6.15,0.22,1.82,0.02,0.0,0.0,0.017,13.82,1.73,0.001,21.54,0.74,0.0,0.35,0.06,1
4541,0.1,26.17,0.05,2.48,0.04,0.06,0.03,0.05,0.19,0.0,0.9,0.045,4.35,0.42,0.007,2.1,3.51,0.02,0.1,0.06,0
4842,0.01,8.87,0.06,0.95,0.04,0.59,0.07,0.04,0.88,0.0,0.005,0.072,2.78,0.95,0.009,2.37,0.16,0.1,0.03,0.06,0
6930,0.05,0.45,0.05,1.81,0.05,0.01,0.02,1.31,0.63,0.44,0.003,0.139,15.88,1.83,0.002,6.57,0.56,0.1,0.07,0.08,0
4824,0.01,28.64,0.01,0.44,0.01,0.24,0.09,0.08,1.34,0.0,0.79,0.037,6.42,0.45,0.01,0.3,0.58,0.05,0.05,0.08,0
7832,0.03,11.63,0.09,0.83,0.03,0.11,0.04,0.09,0.08,0.0,0.0,0.044,17.35,2.0,0.008,7.31,3.59,0.02,0.06,0.09,0
2346,0.03,17.28,0.03,3.21,0.003,3.67,0.14,0.39,0.1,0.15,0.002,0.033,16.36,1.66,0.008,14.7,3.01,0.06,0.18,0.04,0
1810,2.96,12.45,0.53,2.4,0.04,3.24,0.05,0.11,0.11,0.41,0.0,0.003,1.84,1.45,0.004,36.79,0.16,0.05,0.17,0.09,0
5720,0.02,19,0.09,0.99,0.08,0.09,0.0,1.91,0.83,0.07,0.008,0.018,1.12,0.7,0.009,0.45,0.82,0.03,0.02,0.04,0
3162,0.12,3.9,0.58,0.78,0.03,1.16,0.33,0.07,0.7,0.01,0.0,0.008,7.67,1.79,0.006,45.08,7.85,0.06,0.13,0.08,0
7484,0.05,14.6,0.04,0.67,0.09,0.17,0.1,1.16,1.32,0.0,0.0,0.188,11.97,1.1,0.006,0.58,0.74,0.0,0.06,0.07,0
4321,0.02,25.23,0.09,0.33,0.07,0.08,0.06,0.05,0.05,0.0,0.002,0.018,10.88,0.8,0.005,0.71,3.44,0.05,0.05,0.05,0
1728,4.85,2.88,0.95,1.97,0.04,3.33,0.11,1.53,1.3,0.93,0.93,0.075,12.67,1.8,0.008,16.36,4.37,0.05,0.22,0.05,0
6084,0.06,22.3,0.08,0.79,0.03,0.13,0.07,1.44,0.58,0.96,0.96,0.191,9.99,1.9,0.008,3.56,0.65,0.02,0.06,0.08,0
2216,0.13,29.8,0.03,1.88,0.005,6.9,0.77,1.32,1.3,0.73,0.73,0.086,4.79,1.45,0.001,27.32,4.87,0.07,0.49,0.03,0
3047,0.08,10.73,0.05,4.12,0.06,5.61,0.72,0.3,0.52,0.38,0.002,0.131,8.24,1.51,0.005,22.36,4.27,0.06,0.25,0.05,0
